opentime,name,gettime,price,address,alltime,where,sellor
2013年05月09日,海逸天成,2017年07月01日,均价 46000元/平,东海西路29号,70年,市南,山东能源集团
2016年02月01日,安泰书香苑,2016年08月31日,均价 3000元/平,铺集镇铺集小学东50米教育中心旁,70年,胶州,青岛安泰房地产有限公司
2013年08月13日,上城府第,2014年05月31日,均价 6000元/平,郁江路11号,70年,平度,青岛淄创房地产开发有限公司
2016年07月17日,华润中心悦府,预计2019年09月,均价 41000元/平,青岛市政府西200米（香格里拉北侧）,70年,市南,华润置地（山东）有限公司
"2016年11月11日,2016年10月20日",新城香溢紫郡,"2018年06月30日,2018年06月30日",均价 18000元/平,宾川路76号，汉川路792号,70年,李沧,青岛新城东郡房地产开发有限公司
2014年09月07日,富贵新苑,2016年10月31日,均价 6500元/平,北京东路6号,70年,胶州,青岛聚通置业有限公司
"2017年04月30日,2017年03月20日,2015年04月06日",珠山秀谷·御墅,"2018年07月31日,2018年07月31日,2018年04月01日",均价 18000元/平,山川路1177号（大珠山风景区东入口正对面）,70年,黄岛,青岛鑫源九方置业有限公司
2015年01月05日,高山华府,2016年05月14日,均价 4600元/平,洋河镇夼苑路1号,70年,黄岛,青岛高山房地产开发有限公司
2017年06月20日,合创琨庭,2018年09月30日,均价 19000元/平,长江东路441号,50年,黄岛,青岛宏亚置业有限公司
"2016年12月10日,2015年06月20日",福瀛天麓湖,"2017年04月30日,2015年10月30日",均价 24000元/平,长江东路439号,50年,黄岛,青岛福瀛房地产开发有限公司
"2017年09月16日,2017年06月25日,2017年04月30日,2016年12月20日",东城名郡,"2018年12月31日,2018年12月31日,2018年12月31日,2018年12月31日",均价 9500元/平,创智新区蓝鳌路与埠惜路交汇处,70年,即墨,青岛祥泰永置业有限公司
"2017年08月26日,2016年05月29日",世茂公园美地,"2018年08月31日,2020年04月30日",均价 15500元/平,华贯路603-666号,70年,城阳,青岛世茂新城房地产开发有限公司
"2017年06月29日,2017年06月15日",万科朗润园,"2018年12月31日,2018年12月31日",均价 13000元/平,辽河一路2号,70年,即墨,青岛豪仁置业有限公司
2015年01月02日,中高名人国际花园,2016年12月01日,均价 6000元/平,人民路140号,70年,平度,青岛中高置业有限公司
"2017年09月26日,2017年06月15日,2017年06月15日,2016年06月25日",万科未来城,"2018年12月31日,2018年12月31日,2018年12月31日,2017年12月31日",均价 21000元/平,四流南路与开封路交界口,70年,市北,青岛万毅置业有限公司 
2015年11月09日,中仁少海澜山,2016年10月31日,均价 8700元/平,海尔大道209号,70年,胶州,青岛中仁房地产有限公司
2015年11月30日,平都壹号院,2016年10月31日,均价 5100元/平,天津路152号,70年,平度,青岛银广盛邦置业有限公司
"2017年09月29日,2017年06月18日,2017年05月21日,2017年03月19日",世茂诺沙湾,"2019年05月31日,2019年05月31日,2019年05月31日,2018年12月30日",均价 18000元/平,海西东十三路17号,70年,黄岛,青岛世茂滨海置业有限公司
"2017年06月23日,2014年12月24日",梦想望城,"2018年12月31日,2016年05月30日",均价 4000元/平,望城街道青岛南路88号,70年,莱西,青岛鸿鲁实业发展有限公司
2016年05月07日,裕龙润邦,2017年06月30日,均价 4400元/平,杭州路199号,70年,平度,青岛裕龙润邦置业有限公司
2017年01月15日,天泰碧玺园,预计2018年01月,均价 25000元/平,春城路和吉阳路交汇处,70年,城阳,青岛碧玺园实业有限公司
2016年01月16日,百变60,2016年07月01日,均价 15000元/平,蚌埠路9号,40年,市北,青岛欣德远景置业有限公司
"2017年03月12日,2016年05月22日,2015年06月27日,2010年07月17日",万德德盛苑,"2017年07月31日,2017年07月31日,2017年07月31日,2010年07月17日,2017年07月31日",均价 8500元/平,珠山南路11号,70年,黄岛,青岛万德房地产开发有限公司
2011年04月29日,红状元小区,2013年06月30日,均价 23000元/平,长江东路217号,50年,黄岛,青岛华鼎置业有限公司
"2017年06月10日,2016年09月01日",麦迪绅澎湃岛,"2018年12月31日,2017年12月31日",均价 15000元/平,兴港路13号,40年,黄岛,青岛麦迪绅集团股份有限公司
2017年05月20日,利盛达御景苑,2018年04月30日,均价 5000元/平,中心路68号,70年,胶州,暂无信息
2016年12月31日,天一仁和天境,2019年06月30日,均价 11000元/平,铁骑山金村水库南侧,70年,城阳,青岛天一仁和房地产集团有限公司
2016年12月31日,天一仁和天境,2018年06月30日,均价 200万/套,铁骑山金村水库南侧,70年,城阳,青岛天一仁和房地产集团有限公司
2017年09月28日,保利西乡月,2019年04月30日,均价 8500元/平,寺门首路与梧州路交汇处,70年,胶州,暂无信息
2017年05月25日,平度中央国际,,均价 0元/平,苏州南路27号,70年,平度,暂无信息
2014年06月13日,招商局青岛网谷,预计2015年06月,均价 8500元/平,城阳智力岛东南，火炬路以南，华中路以西,50年,城阳,招商局产业园区（青岛）发展有限公司
2016年06月25日,凯丰国际金融广场,预计2017年07月,均价 12000元/平,城阳火炬路与合心路交汇处（高新区企业家俱乐部）,40年,城阳,青岛坤升凯丰国际商业管理有限公司
预计2016年11月,盛世豪庭,预计2017年12月,均价 0元/平,汉口路88号,40年,市北,香港德辉国际有限公司
,领秀珊瑚湾,,均价 12000元/平,华贯路758号,70年,城阳,青岛蓝色生物科技园发展有限责任公司
2016年11月27日,太泉美域,2017年12月31日,均价 4750元/平,天津路997号,70年,平度,青岛兴东盛房地产开发有限公司
2010年09月12日,龍城御苑,2012年12月31日,均价 19000元/平,漓江西路989号,70年,黄岛,青岛九鼎居实业有限公司
2014年12月11日,康大山语海,2016年12月31日,均价 12000元/平,唐岛湾朝阳路211号,70年,黄岛,青岛康大房地产开发有限公司
2013年11月01日,海泉湾港中旅公馆,2015年12月20日,均价 19000元/平,鳌山卫镇泉海路1号,70年,即墨,港中旅(青岛)海泉湾有限公司
2014年01月30日,金溪麓园,,均价 17000元/平,金水路117号,70年,李沧,青岛金水源置业有限公司
2013年07月28日,国信雍翠湾,2014年12月31日,均价 7500元/平,文化路16号（泰山二路与文化路交汇处）,70年,即墨,青岛裕桥置业有限公司
2016年10月13日,中铁青岛广场,2017年01月31日,均价 16500元/平,吴兴路139号,70年,市南,中铁置业集团山东有限公司
2015年05月17日,华融蓝海洋望海,,均价 18500元/平,海岸路2号辛,70年,市北,华融纺联华青（青岛）实业有限公司
2016年07月17日,天一波尔卡小镇,2017年03月31日,均价 8500元/平,泰山路719号,70年,黄岛,青岛天一集团樱珠山房地产开发有限公司
,深港城,,均价 13600元/平,嘉陵江路与江山路交汇处（嘉陵江路以南，江山路以东）,70年,黄岛,青岛深港基业投资有限公司
2015年10月04日,润通润园,2017年12月31日,均价 6600元/平,通济街道办事处城马路16号,70年,即墨,青岛润通置业有限公司
2011年04月25日,蓝水假期,,均价 10500元/平,海尔大道207号,70年,胶州,路劲地产集团有限公司
2014年08月31日,万馨风景,2016年06月01日,均价 8700元/平,中城路122号,70年、50年,城阳,青岛鲁昊瀚跃置业有限公司
,万科东郡,,均价 6000元/平,崂山二路288号（烟青一级路西邻）,70年,即墨,青岛豪仁置业有限公司
,鲁信和璧花园,,均价 18500元/平,蓝色硅谷核心区滨海路56号,70年,即墨,山东鲁信金山投资有限公司
2016年01月31日,颐海蓝湾,2016年12月31日,均价 220万/套,连江路939号,50年,黄岛,青岛颐和海置业有限公司
2013年11月01日,平度江山帝景,,均价 5000元/平,人民路与福州路交汇处东北,70年,平度,青岛万华房地产开发有限公司
2014年05月15日,金沙花园,2014年06月01日,均价 11000元/平,长江中路5号（区政府东约600米，理工大学对面）,70年、50年,黄岛,青岛经济技术开发区金沙滩房地产开发有限公司
2015年05月01日,泽润世家公馆,2017年03月31日,均价 17600元/平,太行山路6号（滨海大道和太行山路交汇处）,50年,黄岛,青岛太阳房地产开发有限公司
2012年10月18日,星河嘉园,2013年11月01日,均价 8500元/平,黄河中路158号,70年,黄岛,山东兴华建设集团房地产开发公司
,鲁德海德堡,,均价 25750元/平,松岭路66号,50年,崂山,鲁德集团有限公司
2016年08月20日,建邦听海,,均价 9500元/平,东岳东路4166号,70年,黄岛,山东安邦置业有限公司
2015年09月15日,青岛印象湾,2017年03月30日,均价 17000元/平,文昌路697号,70年,李沧,青岛城市建设集团股份有限公司
2012年03月01日,隆海海之韵,2013年10月01日,均价 10000元/平,海滨十路377号（滨海大道和海滨十路交汇处以西）,70年,黄岛,青岛隆海集团有限公司
,海信天玺,,均价 45000元/平,东海东路1号,50年,崂山,青岛海信房地产股份有限公司
2016年06月30日,金石永安府,2016年12月01日,均价 7000元/平,永安路21号,70年,黄岛,青岛金石恒冠置业有限公司
"2017年03月20日,2015年08月08日,2014年10月23日",融创都会中心,"2017年06月30日,预计2016年12月,2017年06月30日",均价 0元/平,黑龙江中路568号,70年,李沧,暂无信息
,中南世纪城,,均价 12500元/平,重庆中路903号,70年,李沧,青岛中南世纪城房地产业投资有限公司
,懿品御府,,均价 23000元/平,同安路898号,50年,崂山,青岛黄金时代置业有限公司
2015年06月27日,保利香雪山,,均价 12000元/平,文昌路637号,70年,李沧,保利（青岛）实业有限公司
,青岛东方影都,,均价 13000元/平,滨海大道1777号,70年、40年,黄岛,青岛万达东方影都投资有限公司
2014年11月08日,盛世美居,2015年09月30日,均价 5300元/平,王沙路1327号,70年,城阳,青岛力隆置业有限公司
2015年06月14日,保利海上罗兰,2015年12月30日,均价 10000元/平,滨海大道1399号,70年,黄岛,保利(青岛)实业有限公司
,高迪墨香郡,,均价 6980元/平,嵩山三路268号,70年,即墨,高迪地产开发（青岛）有限公司
,大都汇公元,,均价 11000元/平,九江路22号,70年,市北,青岛铸成置业有限公司
2013年06月30日,湛园海德公园壹号,2015年12月31日,均价 12000元/平,江山南路333号,70年、50年,黄岛,青岛霄隆置业有限公司
2014年10月16日,万海惜福时光,2015年10月29日,均价 6800元/平,王沙路995号,70年,城阳,万海置业有限公司
"2014年09月10日,2013年10月19日",阳光学苑,"2016年12月31日,2014年12月31日",均价 5000元/平,王台镇环台东路13号（中心小学中心初中东邻）,70年,黄岛,青岛星火置业有限公司
2014年05月01日,璞玉岛,2014年06月30日,均价 1100万/套,少海新城少海北路1号,70年,胶州,青岛信瑞房地产投资开发有限公司
2013年11月23日,琅琊首府,2014年06月30日,均价 5500元/平,海城路22号,70年,黄岛,青岛渤林房地产开发有限公司
2014年11月01日,鼎峰中央公园,,均价 7400元/平,福州南路90号,70年,胶州,青岛鼎峰瑞胶置业有限公司
2016年06月30日,珠山名苑,2016年06月30日,均价 6000元/平,泰山路777号,70年,黄岛,青岛明珠园实业有限公司
"2017年09月02日,2017年05月20日,2015年05月15日",伟信新城市花园,"2018年12月31日,2018年12月31日,2015年08月31日",均价 4800元/平,广州南路18号,70年,平度,青岛伟信置业有限公司
"2015年10月16日,2014年09月30日,2013年12月07日",墨河嘉苑,"2013年06月30日,2015年12月30日,2013年06月30日",均价 7700元/平,振华街108号,70年,即墨,即墨市城市旅游开发投资有限公司
2011年04月17日,鼎峰北欧阳光,2013年06月30日,均价 5000元/平,红旗路23号,70年,平度,青岛鼎峰瑞中置业有限公司
2015年10月17日,天泰蓝山,2016年05月30日,均价 0万/套,温泉镇四舍山一路118号,70年,即墨,青岛天泰房地产开发股份有限公司
2013年07月06日,中铁青岛中心,2013年12月31日,均价 40000元/平,香港中路8号,70年,市南,青岛中金渝能置业有限公司
2011年08月06日,海景绿洲,2012年12月31日,均价 6000元/平,上海东二路18号,70年,黄岛,青岛海景置业有限公司 
"2017年08月12日,2016年10月15日",金秋泰和郡,"2019年12月31日,2018年05月31日",均价 13000元/平,玉虹路16号,70年,城阳,青岛金秋置业有限公司
2015年10月18日,海滨御苑,2017年12月31日,均价 8000元/平,黄河中路107-1(黄河中路与奋进路交汇处),70年,黄岛,青岛晟元置业有限公司
"2014年09月15日,2013年03月10日,2012年04月10日",东方至尊,"2017年06月30日,2015年08月31日,2015年08月31日",均价 14000元/平,珠海东路288号,50年,黄岛,青岛东方金石置业投资有限公司
2016年10月27日,青岛印象畔,2018年01月20日,均价 36000元/平,同安路以北、劲松五路以东,70年,崂山,青岛城市建设集团股份有限公司
"2017年08月04日,2016年05月22日",卓越蔚蓝群岛,2018年06月30日,均价 12000元/平,双元路18号,70年、50年,城阳,卓越置业集团(青岛)有限公司
2016年10月15日,福根美林,2017年12月31日,均价 8150元/平,兴阳路16号,70年,城阳,青岛福根美林置业有限公司
2016年12月04日,中联依山伴城,,均价 21000元/平,新宏路11号,70年,崂山,青岛文张盛业置地有限公司
2016年10月15日,盛世福邸,2017年03月31日,均价 10000元/平,五台山路1693号,70年,黄岛,青岛海西城市投资有限公司
2015年11月19日,联城海岸锦城,2015年12月31日,均价 0元/平,海岸路2号,40年,市北,青岛联城海岸置业有限公司 
"2014年05月30日,2012年12月29日",青岛印象山,2014年12月31日,均价 33500元/平,劲松三路22号,70年,市北,青岛城市建设集团泰瑞置业有限公司
2017年08月31日,御海首府,2017年12月31日,均价 0元/平,漳江路96号，青云山路与漳江路交汇处东300,50年,黄岛,青岛广诚置业发展有限公司
"2017年07月22日,预计2016年06月",华仁金都华府,"预计2017年09月,预计2017年09月",均价 0元/平,正阳西路以南、华中路以西、丹阳路以北、秀园路以东,70年,城阳,青岛中视联合置地有限公司
2017年02月22日,海尔悦湖兰庭,,均价 0元/平,香江路735号,70年,黄岛,青岛海智置业有限公司
预计2017年09月,金地悦峰,预计2018年03月,均价 9000万/套,同安路866号（同安路北劲松七路交汇处）,40年,崂山,青岛崂山区东盛置业有限公司
预计2014年08月,首创空港国际中心,预计2015年08月,均价 13000元/平,长城南路6号,40年,城阳,暂无信息
2013年06月30日,天逸海湾,2013年12月31日,均价 1430万/套,滨海大道16号,70年,即墨,青岛天逸海湾置业有限公司
2017年06月17日,青岛达观天下,2017年09月30日,均价 9200元/平,湘江路5号,40年,胶州,青岛东方聆海置业有限公司
2017年05月03日,融创青岛湾海墅,2017年09月30日,均价 630万/套,凤岭一路71号,40年,即墨,青岛嘉海置业有限公司
预计2013年10月,水悦城,2015年09月30日,均价 13000元/平,正阳路177号,50年,城阳,青岛海都房地产有限公司
2014年09月06日,青岛富达国际商贸城,2015年08月01日,均价 26000元/平,青威路881号,40年,城阳,深圳通达富时投资发展有限公司
2014年07月26日,鑫源世纪中心,2014年12月31日,均价 8500元/平,正阳路77号,40年,城阳,暂无信息
2014年04月20日,绿城玫瑰园,2015年12月19日,均价 1300万/套,延川路118号,70年,李沧,青岛绿城华川置业有限公司
2015年12月12日,龙泽书苑,,均价 12000元/平,九水东路605号,70年,崂山,青岛华金置业有限公司
2016年09月11日,锦绣河山,2016年12月31日,均价 9500元/平,江山南路255号,50年,黄岛,青岛城发投资集团有限公司 
2014年06月10日,云龙港湾,,均价 13000元/平,滨海大道与阅武路交汇处,50年,黄岛,青岛云驿房地产开发有限公司
2016年06月18日,银河书香郡,2017年10月30日,均价 12000元/平,长江路与衡山路交汇处（日照银行东北侧）,70年,黄岛,青岛银河集团有限公司
2014年05月30日,中能英格堡家园,2016年05月31日,均价 6500元/平,夏塔路118号,70年,城阳,青岛中能文化旅游投资有限公司
2015年09月20日,水岸人家,2016年01月30日,均价 12000元/平,广盛路87号,70年,城阳,青岛环海投资有限公司
预计2013年05月,怡景嘉苑,预计2015年06月,均价 6500元/平,天山一路3号（天山一路与中城路交汇处，墨水河北岸）,70年,即墨,青岛宏和置业有限公司
2017年08月31日,金科罗兰公馆,2018年09月30日,均价 12000元/平,九水西路37号,40年,李沧,青岛海昌置业有限公司
"2017年08月20日,2015年10月03日",华地仟佰墅,"2018年06月30日,2019年06月30日",均价 280万/套,白沙河与黑龙江中路交汇处东500米,70年,城阳,青岛华地置业有限公司  
2015年12月31日,紫荆阁,,均价 5600元/平,海月路与新悦路交汇处,70年,城阳,科创（青岛）科技园投资发展有限公司
预计2017年08月,海尔玫瑰兰庭,预计2018年09月,均价 16000元/平,重庆南路128号,40年,市北,青岛海旭房地产开发有限公司 
2017年04月15日,麗山国际,,均价 10000元/平,鹤山路8号（204国道东1.5公里）,70年,即墨,青岛宇信置业发展有限公司
2017年04月25日,佳源都市,预计2018年12月,均价 9300元/平,即墨市嵩山三路7号(即墨二十八中西侧),70年,即墨,青岛正沃实业有限公司
2016年09月12日,万科紫台,,均价 20000元/平,长沙路33号,70年,市北,青岛新都心置业有限公司
2017年04月27日,保利中央公园,2019年08月31日,均价 16000元/平,重庆路与金水路交界以东200米,40年,李沧,青岛保利广盛置业有限公司
"2017年01月12日,2016年05月01日",鑫海锦园,"2018年12月31日,2018年12月31日",均价 9000元/平,朝阳山路与临港路交汇处,70年,黄岛,青岛荣泰鑫海置业有限公司
2017年03月18日,龙湖春江郦城,2018年06月30日,均价 15000元/平,四流南路与开封路交汇处,70年,市北,青岛万湖置业有限公司 
2013年12月12日,河岸首府,2015年08月31日,均价 12500元/平,铜川路77号,70年,李沧,青岛惠润达置业有限公司
,中建锦绣城,,均价 9000元/平,灵山湾路与凤蹲山路交汇处,70年,黄岛,青岛孚星置业有限公司
2016年06月18日,晓港名城御港湾,2017年06月30日,均价 18000元/平,小港二路81号,70年,市北,和记黄埔地产（青岛）有限公司
2017年05月14日,鑫江桂花园,2018年07月01日,均价 15700元/平,黑龙江路789号,70年,城阳,青岛鑫江置业集团有限公司
2016年04月05日,保利林语镜,2017年11月30日,均价 15000元/平,嘉陵江东路和大涧山路交叉口东侧,70年,黄岛,青岛保利双峰置业有限公司
2016年07月31日,滨海1号,2018年09月30日,均价 17000元/平,瑞昌路201号,70年,市北,青岛齐都置业有限公司
2016年05月29日,胜通海岸,,均价 16000元/平,瑞海北路37号,70年,市北,青岛胜通海岸置业发展有限公司
2016年06月16日,青特赫山,2017年06月30日,均价 0万/套,荟城路667号(白云山公园南侧),70年,城阳,青岛青特华盛置业有限公司
2015年05月17日,华融蓝海洋听海,2016年05月06日,均价 10000元/平,嘉陵江西路216号,70年,黄岛,华融纺联华青（青岛）实业有限公司
,海尔海逸公馆,,均价 22000元/平,辽阳东路77号,70年,崂山,青岛海逸仁和房地产开发有限公司
2015年11月01日,山河城三期,,均价 13000元/平,惠水路618号,70年,李沧,青岛嘉合置业有限公司
2009年08月08日,莱钢建设凭海临风,2013年12月31日,均价 8000元/平,泰山东路77号,70年,黄岛,山东莱钢建设有限公司
2014年05月31日,启翰苑,2015年10月01日,均价 9000元/平,黄河三路168号,70年,即墨,青岛信旭置业
2015年07月23日,龙湖原山,2016年07月30日,均价 7800元/平,前湾港路889号,70年,黄岛,青岛龙嘉置业有限公司
2013年10月06日,青岛印象金沙滩,,均价 16000元/平,嘉陵江东路1号,40年,黄岛,青岛城市建设集团股份有限公司
2015年11月28日,海信东山郡,,均价 11000元/平,东山四路36号,70年,李沧,青岛东北苑房地产开发有限公司
"2015年08月17日,2015年04月26日,2014年12月20日,2014年11月15日,2014年08月29日",四季香邑,"2017年01月31日,2017年01月31日,2017年01月31日,2017年01月31日,2017年01月31日",均价 8500元/平,鹤山路357号,70年,即墨,青岛平安德业房地产开发有限公司
2017年09月27日,金凤凰铭品,2019年12月31日,均价 16500元/平,南辅路与东环岛路交叉口,70年,黄岛,青岛中鹏置业有限公司
"2015年03月15日,2014年05月23日",远洋公馆,2015年10月31日,均价 42000元/平,燕儿岛路23号,70年、50年,市南,青岛远佳置业有限公司
2016年12月21日,海铭听涛别院,,均价 15000元/平,滨海大道（游艇会展中心北侧，保利海上罗兰东侧）　,70年,黄岛,青岛海铭房地产开发有限公司
2016年05月01日,瑞源香汐海二期,2016年09月30日,均价 11500元/平,漳江路225号内,70年,黄岛,青岛瑞源房地产开发有限公司
2013年05月18日,水晶海岸,2014年10月30日,均价 9200元/平,泰山路1098号,50年,黄岛,暂无信息
预计2017年06月,金科罗兰公馆,2018年09月30日,均价 25000元/平,九水西路37号,40年,李沧,青岛海昌置业有限公司
2012年06月30日,瑞源名嘉汇,2013年10月01日,均价 26000元/平,庐山路36号,50年,黄岛,青岛鲁泽置业集团有限公司
2017年07月25日,海尔地产云玺,2019年12月31日,均价 28000元/平,海尔路1号,70年,崂山,暂无信息
2017年03月12日,城投琴海湾,,均价 12500元/平,瑞海北路7号,70年,市北,青岛城投房地产开发有限公司
2017年07月15日,天一兰悦公馆,2019年07月31日,均价 7400元/平,东岳中路凤凰山路交汇处,70年,黄岛,青岛天一仁和房地产集团有限公司
"2017年08月15日,2017年06月25日",万德御景峰,"2019年07月31日,2019年07月31日",均价 5800元/平,相公山路与珠山南路交汇处,70年,黄岛,青岛万德集团股份有限公司
预计2012年12月,壹品华庭,预计2014年12月,均价 9200元/平,嵩山二路189号（文化广场附近）,70年,即墨,青岛江东置业有限公司
2016年09月04日,蓝岸郡景,2017年12月31日,均价 7200元/平,朝阳山路657号,70年,黄岛,青岛黄岛发展有限公司
"2017年08月25日,2017年07月08日,2017年06月17日",绿地国际花都,"2019年07月31日,2019年07月31日,2019年07月31日",均价 9000元/平,琅玡台路与唐岛湾路交汇,70年,黄岛,绿地地产青岛远致置业有限公司
"2017年09月16日,2016年07月31日",天一仁和财富中心,"预计2020年06月,2018年04月30日",均价 18000元/平,城阳区正阳路277号,40年,城阳,青岛科迪房地产开发有限公司
2017年01月15日,天泰碧玺园,预计2017年12月,均价 15500元/平,春城路和吉阳路交汇处,70年,城阳,青岛碧玺园实业有限公司
预计2013年04月,中建岭海尚溪地,预计2014年11月,均价 7500元/平,温泉镇岭海中路86号（岭海逸景湾东）,70年,即墨,青岛海嘉置业有限公司
2017年04月06日,千禧国际村二期,2018年10月31日,均价 6500元/平,铁骑山路78号,70年,城阳,青岛千禧国际村置业有限公司
2014年08月30日,望海源凤凰城,2016年02月24日,均价 4800元/平,西外环路2168号（铁山工业园对面）,70年,黄岛,青岛望海源集团有限公司
"2017年09月20日,2015年12月26日",东方时尚中心,2017年05月31日,均价 10000元/平,三沙路与海军路交汇处（向东走行300米）,70年,黄岛,青岛中纺亿联开发投资有限公司
2016年11月30日,黄海悦府,2018年10月30日,均价 9500元/平,长江路与衡山路交汇处北100米路西,50年,黄岛,青岛经济技术开发区博祥房地产开发有限公司
2014年08月16日,宝佳中央湖岸,2017年12月31日,均价 9000元/平,胶州市香港路体育中心西侧,70年,胶州,青岛宝佳置业有限公司
预计2017年03月,龙湖双珑原著,预计2018年12月,均价 20000元/平,双元路16号,70年,城阳,青岛龙湖置业拓展有限公司
2016年02月27日,龙湖原山,2016年07月30日,均价 290万/套,前湾港路889号,70年,黄岛,青岛龙嘉置业有限公司
2017年06月04日,中科青岛研发城,2018年12月31日,均价 9000元/平,汇智桥路与河东路交界处,70年,城阳,青岛中科信置业有限公司
"2017年05月05日,2016年09月03日",国信紫玉台,2018年10月30日,均价 11000元/平,滨海大道南辅路与东环岛路交叉口东侧,70年,黄岛,青岛国信置业有限公司 
2016年08月23日,秀水山庄,,均价 14200元/平,重庆南路25号甲,70年,市北,青岛青山秀水置业有限公司
2016年10月16日,康大御金湾,2018年05月31日,均价 14000元/平,滨海大道与朝阳路交汇处,70年,黄岛,青岛康大房地产开发有限公司
2013年04月11日,即发金色华山,预计2013年12月,均价 4300元/平,华山镇华锦路168号,70年,即墨,青岛即发房地产开发有限公司
2013年10月28日,恒大金沙滩,2015年12月31日,均价 16600元/平,罗浮山路228号,50年,黄岛,青岛金湾置业有限公司
2016年10月18日,金隅和府,2018年09月30日,均价 22000元/平,镇江路12号（延吉路与镇江路交会处）,70年,市北,金隅（青岛）房地产开发有限公司
2015年07月18日,江山丽城,2017年05月31日,均价 13000元/平,江山南路350号,70年,黄岛,青岛万嘉置业有限公司
2015年09月19日,万豪风景,2017年06月01日,均价 8700元/平,长城路123号,70年,城阳,青岛鲁昊瀚跃置业有限公司
2015年07月11日,东方雅苑,2017年01月01日,均价 7000元/平,荟城路与秋阳路交汇处,70年,城阳,青岛星琪晨光置业有限公司  
2016年09月30日,天一锦城,2017年12月31日,均价 5400元/平,凤凰山路1767号（泰山路与青岛路交汇处北100米）,70年,黄岛,青岛天一集团樱珠山房地产开发有限公司
,银盛泰书香泮城,,均价 8000元/平,西康路1号（人民路珠山小学正门对面）,70年,黄岛,青岛银盛泰亿联置业有限公司
2016年03月13日,帝邦卓郡,2018年01月31日,均价 8800元/平,龙潭山路88号,50年,黄岛,青岛卓邦实业有限公司
,鲁商蓝岸新城,,均价 12000元/平,新业路123号,70年,城阳,青岛鲁商蓝岸地产有限公司
,北京城建龙樾湾,,均价 22000元/平,九水路南、习水路北、合川路东,70年,李沧,北京城建青岛兴华地产有限公司
,中筑蓝湾铭都,,均价 6200元/平,绣海路777号,70年,城阳,青岛河套中筑置业有限公司
,金地悦峰,,均价 33000元/平,同安路866号（同安路北劲松七路交汇处）,70年,崂山,青岛崂山区东盛置业有限公司
2017年03月18日,越秀星汇蓝湾,,均价 15000元/平,晋中路79号,70年,李沧,青岛越秀地产开发有限公司
2016年12月30日,青特赫山,2018年03月30日,均价 7000元/平,荟城路667号(白云山公园南侧),70年,城阳,青岛青特华盛置业有限公司
,御景尚都二期,,均价 9000元/平,正阳路77号,70年、50年,城阳,青岛鑫源置业集团有限公司
,招商海德公学,,均价 6800元/平,合心路69号,70年,城阳,青岛招商海德置业发展有限公司
2017年05月21日,远洋万和四季,,均价 8500元/平,五台山路609号,70年,黄岛,远洋地产
2017年01月09日,银盛泰嘉富丽苑,2017年10月31日,均价 12000元/平,瑞阳路567号,70年,城阳,青岛银盛泰恒润房地产有限公司
"2017年03月09日,2015年08月29日",蓝海湾卡地亚,"2018年06月30日,2015年12月31日",均价 13000元/平,世纪大道876号,70年,黄岛,青岛金海滨置业有限公司
2015年05月09日,盛世华章,2015年03月01日,均价 14000元/平,珠江路1017号,70年,黄岛,青岛海西城市投资有限公司
2015年06月07日,中锦大厦,2017年08月30日,均价 17000元/平,市北敦化路68号,40年,市北,青岛锦富置业有限公司
2013年12月16日,环湾大厦,预计2015年03月,均价 13500元/平,瑞昌路226号,40年,市北,青岛海信房地产股份有限公司
2011年06月04日,华通唐岛七星,2013年12月31日,均价 0元/平,太行山路8号,70年,黄岛,青岛海德宁置业有限公司
2012年09月10日,7080中心广场,2014年01月03日,均价 15000元/平,连云港路20号,40年,市北,青岛嘉合置业有限公司
"2017年06月18日,2017年06月18日,2017年05月14日",春阳丽景,"预计2018年12月,预计2018年12月,预计2018年12月",均价 9000元/平,华侨村1008号,70年,即墨,青岛远鹏置业有限公司
"2016年04月30日,2016年03月26日",保利香槟国际,2016年04月18日,均价 0元/平,瑞海北路17号，瑞海北路15号,70年,市北,青岛保利广源置业有限公司
2014年07月20日,青特花溪地,2014年12月31日,均价 0元/平,双元路12-1号,70年,城阳,青岛青特置业有限公司
,鸿润嘉园,,均价 0元/平,奋进路427号,70年,黄岛,青岛鑫瑞达置业有限公司
,永合鼎泰丰,,均价 0元/平,长江二路369号（长江二路与天山一路交汇处西侧）,70年,即墨,青岛盈丰置业有限公司
2015年07月25日,天泰城以琳美地,2016年07月31日,均价 0元/平,湘潭路16-1号,70年,城阳,青岛天宣置业有限公司
2015年04月09日,科达天意华苑,2015年12月31日,均价 0元/平,泰山东路3888号,70年,黄岛,青岛科达置业有限公司
2014年09月27日,晶城,2014年12月31日,均价 0元/平,五台山路668号,70年,黄岛,城发投资集团有限公司
2016年01月13日,永嘉新居,2017年09月30日,均价 0元/平,延吉路181、183、185号,70年,市南,青岛大荣置业有限公司
2016年11月11日,绿地阅海府邸,2016年12月31日,均价 0元/平,瑞海北路286号,70年,市北,绿地地产青岛远致置业有限公司
2016年03月02日,中海国际社区一里城,2016年09月30日,均价 0元/平,万年泉路237号,70年、40年,李沧,青岛中海华业房地产有限公司
2016年12月24日,中德米特社区,2017年08月31日,均价 0元/平,太白山路27号,70年,黄岛,青岛德雅建设发展有限公司
2017年03月25日,康大风和日丽尚景,,均价 0元/平,滨海大道与海尔大道交汇处,70年,黄岛,青岛康大时代房地产开发有限公司
